Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
413,Leo Rivas#,28,SEA,AL,-0.3,47,139,116,10,17,3,1,0,9,2,0,16,39,.147,.270,.190,.460,37,.231,42,22,2,4,2,1,0,56/HD14,,rivasle01
414,Rafael Flores,25,PIT,NL,0.9,40,135,124,15,34,4,0,9,20,0,0,11,38,.274,.333,.524,.858,128,.368,127,65,2,0,0,0,1,23/H1,,florera03
415,Matt Wallner*,28,MIN,AL,-1.3,34,135,120,14,20,3,0,4,10,0,1,10,53,.167,.259,.292,.551,56,.250,54,35,2,5,0,0,0,9/H,,wallnma01
416,George Lombard Jr.,21,NYY,AL,1.0,34,134,120,18,27,3,1,3,12,2,1,10,35,.225,.286,.342,.627,75,.278,69,41,1,1,1,2,0,6,,lombage02
417,Jonah Cox,24,SFG,NL,1.4,53,132,119,24,35,2,2,4,13,13,4,7,48,.294,.333,.445,.779,118,.342,113,53,0,0,5,0,0,8H4/7D,,coxjo01
418,LaMonte Wade Jr.*,32,HOU,AL,-0.2,50,132,114,15,23,5,0,3,18,0,0,18,33,.202,.311,.325,.635,82,.295,86,37,0,0,0,0,0,7H/391,,wadela01
419,Osleivis Basabe,25,SFG,NL,-0.5,40,131,119,12,24,3,0,5,13,2,2,7,25,.202,.262,.353,.614,72,.271,70,42,0,3,1,1,0,45/6HD,,basabos01
420,Hyeseong Kim*,27,LAD,NL,0.5,43,131,116,16,30,3,1,1,11,5,1,12,31,.259,.323,.328,.651,81,.297,76,38,2,0,0,2,0,64/7H,,kimhy02
421,John Rave*,28,KCR,AL,1.0,44,131,114,22,25,6,1,6,13,7,1,15,29,.219,.310,.447,.757,112,.343,112,51,1,0,2,0,0,98H/7D,,ravejo01
422,Yoán Moncada#,31,LAA,AL,-0.2,41,130,111,9,21,1,1,3,10,1,0,17,45,.189,.308,.297,.605,75,.282,78,33,2,2,0,0,0,5/HD,,moncayo01
423,Rob Refsnyder,35,SEA,AL,-1.0,53,129,114,9,16,1,0,4,11,0,0,8,37,.140,.211,.254,.465,35,.207,27,29,2,3,1,3,1,DH9/7,,refsnro01
424,Ángel Genao#,22,CLE,AL,0.5,35,128,117,15,26,4,0,2,6,1,0,10,18,.222,.289,.308,.597,71,.279,73,36,3,1,0,0,0,45/6H,,genaoan01
425,Ha-Seong Kim,30,ATL,NL,-0.7,46,128,114,8,14,1,0,0,9,2,0,13,33,.123,.219,.132,.350,0,.181,-6,15,1,1,0,0,0,6/H,,kimha01
426,Joey Bart,29,3TM,2LG,0.4,44,128,112,13,24,4,0,4,13,0,0,7,35,.214,.305,.357,.662,81,.304,84,40,1,8,0,1,0,2/HD,,bartjo01
426,Joey Bart,29,2TM,NL,0.3,41,119,106,13,24,4,0,4,13,0,0,6,31,.226,.303,.377,.680,85,.309,87,40,1,6,0,1,0,2/HD,,bartjo01
426,Joey Bart,29,PIT,NL,-0.1,21,62,58,9,15,1,0,2,6,0,0,2,21,.259,.290,.379,.670,80,.291,72,22,0,1,0,1,0,2/HD,,bartjo01
426,Joey Bart,29,ATL,NL,0.5,20,57,48,4,9,3,0,2,7,0,0,4,10,.188,.316,.375,.691,90,.329,103,18,1,5,0,0,0,2/HD,,bartjo01
426,Joey Bart,29,CHW,AL,0.1,3,9,6,0,0,0,0,0,0,0,0,1,4,.000,.333,.000,.333,5,.239,42,0,0,2,0,0,0,/2H,,bartjo01
427,Jim Jarvis*,25,ATL,NL,0.6,38,124,111,10,23,5,1,1,11,0,1,8,23,.207,.267,.297,.564,56,.265,59,33,0,1,4,0,0,6/H,,jarviji01
428,Abimelec Ortiz*,24,WSN,NL,-0.2,39,124,117,16,24,5,0,5,13,0,0,7,34,.205,.250,.376,.626,70,.270,60,44,1,0,0,0,1,3/DH,,ortizab01
429,Héctor Rodríguez*,22,CIN,NL,-0.2,33,124,116,14,26,3,0,5,12,0,0,7,32,.224,.274,.379,.654,80,.290,78,44,0,1,0,0,0,9/H8D,,rodrihe05
430,Nick Castellanos,34,SDP,NL,-1.0,39,122,115,9,22,5,0,4,20,2,0,5,34,.191,.221,.339,.560,55,.258,54,39,1,0,0,2,1,9/DH73,,casteni01
431,Joey Loperfido*,27,HOU,AL,0.1,40,121,103,13,22,7,1,1,12,1,1,14,32,.214,.311,.330,.641,83,.284,79,34,2,1,1,1,1,7H/89,,loperjo01
432,Colby Thomas,25,ATH,AL,-0.7,55,121,114,11,23,3,0,4,11,1,1,4,37,.202,.235,.333,.569,55,.254,50,38,3,1,2,0,0,9H7/D8,,thomaco03
433,Kaelen Culpepper,23,MIN,AL,0.6,31,120,109,15,30,5,0,3,11,1,0,6,25,.275,.333,.404,.737,107,.326,104,44,4,4,0,1,0,6,,culpeka01
434,Alek Thomas*,26,2TM,NL,-0.1,35,120,113,13,21,10,0,2,13,4,0,4,27,.186,.227,.327,.554,52,.257,47,37,5,2,1,0,0,8/H,,thomaal01
434,Alek Thomas*,26,ARI,NL,0.0,28,100,94,12,17,9,0,2,10,4,0,3,23,.181,.222,.340,.563,54,.253,43,32,3,2,1,0,0,8,,thomaal01
434,Alek Thomas*,26,LAD,NL,-0.1,7,20,19,1,4,1,0,0,3,0,0,1,4,.211,.250,.263,.513,42,.278,67,5,2,0,0,0,0,/8H,,thomaal01
435,Jordan Lawlar,23,ARI,NL,0.8,37,118,106,15,28,4,0,5,13,5,1,5,35,.264,.333,.443,.777,114,.354,119,47,0,6,1,0,0,87/H4,,lawlajo01
436,Ben Malgeri,26,DET,AL,0.4,51,118,100,14,24,3,0,3,15,5,0,16,33,.240,.347,.360,.707,99,.330,99,36,0,1,0,1,0,97H/8D,,malgebe01
437,Nick Yorke,24,PIT,NL,-0.5,40,117,104,7,22,4,0,1,12,1,0,9,26,.212,.284,.279,.563,54,.261,49,29,3,2,1,1,0,5H/937D,,yorkeni01
438,Lenyn Sosa,26,2TM,AL,-0.8,40,117,113,11,22,7,0,1,9,0,0,1,25,.195,.207,.283,.490,34,.222,27,32,2,1,1,1,0,43/DH,,sosale01
438,Lenyn Sosa,26,CHW,AL,-0.3,12,33,33,2,7,3,0,0,3,0,0,0,7,.212,.212,.303,.515,42,.224,31,10,0,0,0,0,0,/DH34,,sosale01
438,Lenyn Sosa,26,TOR,AL,-0.5,28,84,80,9,15,4,0,1,6,0,0,1,18,.188,.205,.275,.480,31,.221,25,22,2,1,1,1,0,43/HD,,sosale01
439,Christian Moore,23,LAA,AL,-1.3,29,115,106,2,17,3,1,1,10,1,3,7,38,.160,.217,.236,.453,31,.196,26,25,3,1,0,1,0,4/7DH,,moorech03
440,Will Benson*,28,CIN,NL,-0.2,51,114,96,11,18,3,1,3,6,1,1,16,38,.188,.310,.333,.643,80,.287,78,32,0,1,0,0,1,9H/78D,,bensowi01
441,Harrison Bader,32,SFG,NL,0.1,30,111,106,10,18,5,0,5,14,0,0,4,34,.170,.198,.358,.557,53,.244,49,38,3,0,0,1,0,8/H,,baderha01
442,Brandon Lockridge,29,MIL,NL,0.3,38,111,99,12,27,4,0,0,12,6,1,11,32,.273,.345,.313,.659,85,.315,88,31,0,0,1,0,0,7/8H93,,lockrbr01
443,Everson Pereira,25,2TM,2LG,0.0,38,111,98,10,23,5,0,5,12,1,0,6,37,.235,.309,.439,.748,108,.329,106,43,3,5,1,1,0,98/7HD,,pereiev01
443,Everson Pereira,25,CHW,AL,0.0,27,88,80,8,18,5,0,4,11,1,0,5,30,.225,.284,.438,.722,99,.315,94,35,2,2,0,1,0,9/8DH7,,pereiev01
443,Everson Pereira,25,STL,NL,0.0,11,23,18,2,5,0,0,1,1,0,0,1,7,.278,.409,.444,.854,145,.387,157,8,1,3,1,0,0,/78H,,pereiev01
444,Joshua Báez,23,STL,NL,0.1,29,108,100,18,23,7,0,7,18,2,1,4,33,.230,.278,.510,.788,120,.338,119,51,0,3,0,1,0,7/H9,,baezjo02
445,Josh Rojas*,32,KCR,AL,0.8,40,108,100,11,24,4,0,2,13,1,0,5,16,.240,.283,.340,.623,76,.287,77,34,0,1,2,0,0,5H/6D41,,rojasjo01
446,Kyle Teel*,24,CHW,AL,0.5,31,108,92,14,18,3,0,4,20,0,0,15,41,.196,.315,.359,.674,89,.314,95,33,1,1,0,0,0,2/HD,,teelky01
447,Nelson Velázquez,27,2TM,2LG,-0.4,47,108,97,12,19,4,0,6,18,0,0,8,36,.196,.259,.423,.682,91,.291,85,41,0,1,0,2,0,7HD/9,,velazne01
447,Nelson Velázquez,27,STL,NL,0.1,34,83,74,10,16,4,0,4,12,0,0,7,25,.216,.289,.432,.722,104,.310,99,32,0,1,0,1,0,7HD/9,,velazne01
447,Nelson Velázquez,27,HOU,AL,-0.5,13,25,23,2,3,0,0,2,6,0,0,1,11,.130,.160,.391,.551,51,.228,38,9,0,0,0,1,0,/7HD,,velazne01
448,Tyler Callihan*,26,PIT,NL,-0.6,37,107,95,13,20,4,2,3,15,1,0,9,38,.211,.283,.389,.672,80,.295,73,37,0,1,1,1,0,9/37H451D,,callity01
449,Dustin Harris*,26,3TM,2LG,0.6,35,107,92,15,27,3,3,0,13,8,1,10,13,.293,.362,.391,.753,113,.347,112,36,0,1,2,2,0,79/HD8,,harridu01
449,Dustin Harris*,26,2TM,AL,0.0,17,52,43,6,10,1,1,0,5,4,0,6,7,.233,.333,.302,.636,82,.313,83,13,0,1,1,1,0,7/9H,,harridu01
449,Dustin Harris*,26,CHW,AL,0.2,6,16,12,2,3,1,0,0,1,2,0,4,1,.250,.438,.333,.771,121,.397,133,4,0,0,0,0,0,/9H7,,harridu01
449,Dustin Harris*,26,HOU,AL,-0.2,11,36,31,4,7,0,1,0,4,2,0,2,6,.226,.286,.290,.576,65,.275,61,9,0,1,1,1,0,7/9H,,harridu01
449,Dustin Harris*,26,SDP,NL,0.6,18,55,49,9,17,2,2,0,8,4,1,4,6,.347,.389,.469,.858,141,.379,139,23,0,0,1,1,0,7/9HD8,,harridu01
450,Eduardo Valencia,26,DET,AL,1.1,33,105,100,16,32,10,0,6,18,0,0,3,26,.320,.346,.600,.946,159,.413,166,60,3,1,0,0,0,D2/H3,,valened01
451,Harry Ford,23,WSN,NL,0.3,33,104,89,15,17,6,0,3,10,3,0,14,24,.191,.308,.360,.667,84,.307,83,32,2,1,0,0,0,2/HD,,fordha01
452,Turner Hill*,27,SFG,NL,0.3,27,102,85,11,21,6,0,1,15,1,1,12,17,.247,.343,.353,.696,98,.309,97,30,1,2,0,3,0,7/HD,,hilltu01
453,Blake Perkins#,29,MIL,NL,0.0,55,101,89,14,14,6,0,1,11,3,1,10,22,.157,.250,.258,.508,41,.262,54,23,1,1,1,0,0,8H9/7D,,perkibl01
454,Pavin Smith*,30,ARI,NL,-0.8,32,101,90,7,15,2,0,2,8,2,0,10,20,.167,.248,.256,.503,41,.236,35,23,2,0,0,1,0,3D/H,,smithpa04
455,Ramón Urías,32,STL,NL,0.3,43,100,86,14,13,3,0,4,9,0,1,9,18,.151,.260,.326,.586,67,.268,73,28,3,4,0,1,0,5H/436,,uriasra01
456,Christopher Morel,27,2TM,NL,-0.5,34,100,93,6,17,4,0,1,6,1,0,6,34,.183,.240,.258,.498,41,.226,34,24,0,1,0,0,0,3D/H75,,morelch01
456,Christopher Morel,27,MIA,NL,-0.6,22,73,68,3,11,3,0,0,1,1,0,4,28,.162,.219,.206,.425,22,.199,14,14,0,1,0,0,0,3/DH,,morelch01
456,Christopher Morel,27,NYM,NL,0.1,12,27,25,3,6,1,0,1,5,0,0,2,6,.240,.296,.400,.696,94,.300,87,10,0,0,0,0,0,/3DH75,,morelch01
457,Shay Whitcomb,27,2TM,2LG,-0.1,40,98,93,7,18,3,0,4,11,0,1,3,26,.194,.219,.355,.574,59,.250,56,33,2,0,2,0,0,5H/436D7,,whitcsh01
457,Shay Whitcomb,27,HOU,AL,0.0,17,24,23,2,3,0,0,2,5,0,0,1,11,.130,.167,.391,.558,53,.237,45,9,0,0,0,0,0,H/536D7,,whitcsh01
457,Shay Whitcomb,27,SFG,NL,-0.1,23,74,70,5,15,3,0,2,6,0,1,2,15,.214,.236,.343,.579,61,.255,60,24,2,0,2,0,0,5/43H,,whitcsh01
458,Jase Bowen,25,SDP,NL,-0.6,74,96,90,14,14,2,1,2,7,6,1,3,36,.156,.200,.267,.467,30,.215,20,24,0,2,1,0,0,79H/D8,,bowenja01
459,Sean Murphy,31,ATL,NL,0.0,26,96,89,10,17,4,0,3,10,0,0,7,32,.191,.250,.337,.587,60,.277,66,30,1,0,0,0,0,2,,murphse01
460,Giancarlo Stanton,36,NYY,AL,0.2,24,96,90,8,23,6,0,3,14,1,0,6,29,.256,.302,.422,.724,100,.328,102,38,2,0,0,0,0,D/H,,stantmi03
461,Rafael Marchán#,27,PHI,NL,-0.7,34,95,91,5,9,0,0,2,6,0,0,2,15,.099,.137,.165,.302,-19,.157,-26,15,2,2,0,0,0,2/H,,marchra01
462,Bo Naylor*,26,2TM,2LG,-0.6,30,94,88,4,13,2,0,2,8,0,0,6,23,.148,.202,.239,.441,25,.200,18,21,2,0,0,0,0,2/H3,,naylobo01
462,Bo Naylor*,26,CLE,AL,-0.6,28,90,84,4,12,2,0,2,7,0,0,6,21,.143,.200,.238,.438,25,.199,18,20,2,0,0,0,0,2/H,,naylobo01
462,Bo Naylor*,26,MIL,NL,0.0,2,4,4,0,1,0,0,0,1,0,0,0,2,.250,.250,.250,.500,39,.226,30,1,0,0,0,0,0,/23,,naylobo01
463,Cody Freeman,25,TEX,AL,0.2,33,93,82,8,21,1,1,1,6,1,1,7,14,.256,.322,.329,.651,91,.298,96,27,1,1,3,0,0,54/H7,,freemco01
464,Jhonny Pereda,30,SEA,AL,0.5,29,93,84,11,25,1,0,2,8,0,0,7,17,.298,.355,.381,.736,114,.331,115,32,1,1,0,1,0,2/1,,peredjh01
465,Austin Hays,30,2TM,2LG,-0.3,32,93,89,14,24,3,0,3,12,0,1,3,25,.270,.290,.404,.695,93,.299,90,36,3,0,0,1,1,7D/H9,,haysau01
465,Austin Hays,30,CHW,AL,-0.4,12,44,43,3,10,1,0,1,7,0,1,1,13,.233,.250,.326,.576,60,.231,44,14,1,0,0,0,1,7/9DH,,haysau01
465,Austin Hays,30,SDP,NL,0.1,20,49,46,11,14,2,0,2,5,0,0,2,12,.304,.327,.478,.805,123,.359,129,22,2,0,0,1,0,D/H79,,haysau01
466,J.C. Escarra*,31,NYY,AL,0.1,32,92,85,8,16,5,1,0,7,0,0,6,18,.188,.239,.271,.510,42,.248,48,23,1,0,0,1,0,2/H,,escarjc01
467,Charles McAdoo,24,TOR,AL,0.0,32,92,85,9,21,2,0,2,10,2,0,6,23,.247,.293,.341,.635,75,.302,79,29,2,0,0,1,0,4/35H7D,,mcadoch01
468,Rodolfo Durán,28,SDP,NL,-0.1,38,91,82,8,12,4,0,3,8,0,0,7,24,.146,.222,.305,.527,47,.235,40,25,3,1,1,0,0,2/H1,,duranro02
469,Kahlil Watson*,23,CLE,AL,0.0,27,91,88,6,21,6,0,1,11,9,1,3,32,.239,.264,.341,.605,71,.284,65,30,2,0,0,0,0,9/8H,,watsoka01
470,Braden Shewmake*,28,2TM,2LG,0.3,34,91,85,12,22,5,0,3,10,1,0,2,16,.259,.270,.424,.693,94,.298,85,36,2,0,2,2,0,564/H,,shewmbr01
470,Braden Shewmake*,28,HOU,AL,0.3,30,83,78,10,20,4,0,3,9,0,0,2,13,.256,.272,.423,.695,95,.299,88,33,2,0,2,1,0,65/4H,,shewmbr01
470,Braden Shewmake*,28,MIL,NL,0.0,4,8,7,2,2,1,0,0,1,1,0,0,3,.286,.250,.429,.679,83,.287,54,3,0,0,0,1,0,/54,,shewmbr01
471,Juan Brito#,24,2TM,2LG,0.1,26,91,83,12,22,6,0,2,12,1,0,6,22,.265,.319,.410,.728,104,.323,103,34,2,1,0,1,0,4/569H,,britoju02
471,Juan Brito#,24,CLE,AL,-0.4,15,56,51,7,9,4,0,0,3,0,0,4,17,.176,.250,.255,.505,45,.233,42,13,1,1,0,0,0,4/H,,britoju02
471,Juan Brito#,24,CIN,NL,0.5,11,35,32,5,13,2,0,2,9,1,0,2,5,.406,.429,.656,1.085,198,.466,199,21,1,0,0,1,0,/4569,,britoju02
472,Jake Fraley*,31,TBR,AL,0.0,28,90,82,6,19,7,0,2,5,3,0,8,25,.232,.300,.390,.690,92,.313,89,32,1,0,0,0,0,9/HD,,fraleja01
473,Gabriel Rincones Jr.*,25,PHI,NL,-0.7,29,89,84,7,14,4,0,2,7,0,0,2,29,.167,.202,.286,.488,29,.223,21,24,2,2,0,1,0,9/H,,rincoga01
474,Austin Wynns,35,3TM,2LG,-0.2,34,89,82,4,12,0,0,1,1,0,0,5,24,.146,.195,.183,.378,7,.198,12,15,0,0,2,0,0,2/DH,,wynnsau01
474,Austin Wynns,35,2TM,AL,0.0,28,75,68,4,11,0,0,1,1,0,0,5,20,.162,.219,.206,.425,21,.223,31,14,0,0,2,0,0,2/DH,,wynnsau01
474,Austin Wynns,35,ATH,AL,-0.4,14,43,39,3,3,0,0,0,0,0,0,3,10,.077,.143,.077,.220,-37,.136,-38,3,0,0,1,0,0,2,,wynnsau01
474,Austin Wynns,35,ATL,NL,-0.1,6,14,14,0,1,0,0,0,0,0,0,0,4,.071,.071,.071,.143,-60,.064,-86,1,0,0,0,0,0,/2,,wynnsau01
474,Austin Wynns,35,TEX,AL,0.4,14,32,29,1,8,0,0,1,1,0,0,2,10,.276,.323,.379,.702,104,.341,125,11,0,0,1,0,0,2/DH,,wynnsau01
475,Víctor Bericoto,24,SFG,NL,-0.4,33,87,86,7,21,3,0,4,12,1,2,1,24,.244,.253,.419,.671,86,.276,78,36,3,0,0,0,0,79/H3,,bericvi01
476,Max Schuemann,29,NYY,AL,-0.2,41,87,72,17,14,6,0,2,8,3,2,12,21,.194,.333,.361,.694,94,.313,96,26,0,3,0,0,0,7H9/86145D,,schuema01
477,Eric Haase,33,SFG,NL,-0.1,29,84,74,8,12,3,0,4,9,0,0,6,28,.162,.235,.365,.599,67,.260,59,27,1,1,3,0,0,2/7H,,haaseer01
478,Grant McCray*,25,SFG,NL,0.1,37,84,71,14,11,2,1,2,4,6,0,10,25,.155,.259,.296,.555,57,.276,57,21,0,0,3,0,1,79H/8D,,mccragr01
479,Braxton Fulford,27,COL,NL,-0.3,44,83,72,12,12,4,0,1,7,4,0,8,33,.167,.253,.264,.517,36,.268,40,19,0,1,0,2,0,H2D/7,,fulfobr01
480,Andrew McCutchen,39,TEX,AL,-0.4,37,83,73,8,14,2,0,1,5,0,0,9,22,.192,.277,.260,.537,58,.257,64,19,0,0,0,1,0,DH/79,,mccutan01
481,Joey Wiemer,27,WSN,NL,0.6,32,83,70,16,20,5,1,3,12,1,0,12,29,.286,.398,.514,.912,149,.392,146,36,2,1,0,0,0,98H/D1,,wiemejo01
482,Jarred Kelenic*,26,2TM,AL,-0.3,36,83,73,5,16,2,0,1,6,0,1,10,31,.219,.313,.288,.601,72,.270,71,21,0,0,0,0,0,9H7/8,,kelenja01
482,Jarred Kelenic*,26,CHW,AL,-0.3,19,59,53,3,12,2,0,1,4,0,0,6,20,.226,.305,.321,.626,76,.281,72,17,0,0,0,0,0,9/H,,kelenja01
